C07C1/00	いずれも炭化水素でない１個またはそれ以上の化合物からの炭化水素の製造
C07C327/20	モノチオカルボン酸のエステル
C07C327/22	エステル化されたチオカルボキシル基の炭素原子が水素原子または非環式炭素原子に結合しているもの
C07C327/24	エステル化されたチオカルボキシル基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C327/26	エステル化されたチオカルボキシル基の炭素原子が６員芳香環の炭素原子に結合しているもの
C07C327/28	エステル化されたチオカルボキシル基の硫黄原子が単結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの
C07C327/30	エステル化されたチオカルボキシル基の硫黄原子がニトロ基またはニトロソ基の一部ではない窒素原子で置換された炭化水素基の炭素原子に結合しているもの
C07C327/32	エステル化されたチオカルボキシル基の硫黄原子がカルボキシル基で置換された炭化水素基の炭素原子に結合しているもの
C07C327/34	同じ炭化水素基に結合しているアミノ基をもつもの
C07C327/36	ジチオカルボン酸のエステル
C07C327/38	チオカルボン酸のアミド
C07C327/40	チオカルボキサミド基の炭素原子が水素原子または非環式炭素原子に結合しているもの
C07C327/42	水素原子または飽和炭素骨格の炭素原子に結合しているもの
C07C327/44	不飽和炭素骨格の炭素原子に結合しているもの
C07C327/46	チオカルボキサミド基の炭素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C327/48	チオカルボキサミド基の炭素原子が６員芳香環の炭素原子に結合しているもの
C07C327/50	以下のいずれかの基[ｆｏｒｍｕｌａ:ｆｉｇ４５．ｇｉｆ｝を含有する化合物，Ｘは異種原子，Ｙは任意の原子を表わす
C07C327/52	Ｙが水素または炭素原子であるもの
C07C327/54	Ｙが異種原子であるもの
C07C327/56	チオカルボキサミド基の窒素原子がさらに他の異種原子に結合しているもの
C07C327/58	二重結合の酸素原子が窒素原子で置換されたチオカルボン酸誘導体，例．イミノ―チオエーテル
C07C327/60	チオカルボキシル基の硫黄原子がさらに二重結合で酸素原子に結合しているチオカルボン酸
C07C329/00	チオ炭酸；それらのハライド，エステル，または無水物
C07C329/02	モノチオ炭酸；その誘導体
C07C329/04	モノチオ炭酸のエステル
C07C329/06	チオ炭酸基の硫黄原子が非環式炭素原子に結合しているもの
C07C329/08	チオ炭酸基の硫黄原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C329/10	チオ炭酸基の硫黄原子が６員芳香環の炭素原子に結合しているもの
C07C329/12	ジチオ炭酸；その誘導体
C07C329/14	ジチオ炭酸のエステル
C07C329/16	ジチオ炭酸基の硫黄原子が非環式炭素原子に結合しているもの
C07C329/18	ジチオ炭酸基の硫黄原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C329/20	ジチオ炭酸基の硫黄原子が６員芳香環の炭素原子に結合しているもの
C07C331/00	チオシアン酸またはイソチオシアン酸誘導体
C07C331/02	チオシアナート
C07C331/04	チオシアナート基の硫黄原子が非環式炭素原子に結合しているもの
C07C331/06	チオシアナート基の硫黄原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C331/08	チオシアナート基の硫黄原子が６員芳香環の炭素原子に結合しているもの
C07C331/10	チオシアナート基の硫黄原子が単結合の酸素原子で置換された炭化水素基の炭素原子に結合しているもの
C07C331/12	チオシアナート基の硫黄原子がニトロ基またはニトロソ基の一部でない窒素原子で置換された炭化水素基の炭素原子に結合しているもの
C07C331/14	チオシアナート基の硫黄原子がカルボキシル基で置換された炭化水素基の炭素原子に結合しているもの
C07C331/16	イソチオシアナート
C07C331/18	イソチオシアナート基が非環式炭素原子に結合しているもの
C07C331/20	飽和炭素骨格の
C07C331/22	不飽和炭素骨格の
C07C331/24	炭素骨格が６員芳香環を含有するもの
C07C331/26	イソチオシアナート基が６員芳香環以外の環の炭素原子に結合しているもの
C07C331/28	イソチオシアナート基が６員芳香環の炭素原子に結合しているもの
C07C331/30	同じ炭素骨格に結合するイソチオシアナート基を少なくとも２個以上含有するもの
C07C331/32	イソチオシアナート基がアシル化されたもの
C07C333/00	チオカルバミン酸の誘導体，すなわち，以下のいずれかの基[ｆｏｒｍｕｌａ:ｆｉｇ４６．ｇｉｆ｝を含有する化合物，窒素原子はニトロ基またはニトロソ基の一部ではない
C07C333/02	モノチオカルバミン酸；その誘導体
C07C333/04	チオカルバミン酸基の窒素原子が水素原子または非環式炭素原子に結合しているもの
C07C333/06	チオカルバミン酸基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C333/08	チオカルバミン酸基の窒素原子が６員芳香環の炭素原子に結合しているもの
C07C333/10	チオカルバミン酸基の窒素原子が以下のいずれかの基[ｆｏｒｍｕｌａ:ｆｉｇ４７．ｇｉｆ｝の一部であるもの，Ｘは異種原子，Ｙは任意の原子を表わす，例．Ｎ―アシルチオカルバマート
C07C333/12	チオカルバミン酸基の窒素原子が他の異種原子に結合しているもの
C07C333/14	ジチオカルバミン酸；その誘導体
C07C333/16	ジチオカルバミン酸の塩
C07C333/18	ジチオカルバミン酸のエステル
C07C333/20	ジチオカルバマート基の窒素原子が水素原子または非環式炭素原子に結合しているもの
C07C333/22	ジチオカルバマート基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C333/24	ジチオカルバマート基の窒素原子が６員芳香環の炭素原子に結合しているもの
C07C333/26	以下のいずれかの基[ｆｏｒｍｕｌａ:ｆｉｇ４８．ｇｉｆ｝を含有するもの，Ｘは異種原子，Ｙは任意の原子を表わす，例．Ｎ―アシルジチオカルバメート
C07C333/28	ジチオカルバマート基の窒素原子が他の異種原子に結合しているもの
C07C333/30	ジチオカルバミン酸基の硫黄原子が他の硫黄原子に結合しているもの
C07C333/32	チウラムスルフィド；チウラムポリスルフィド
C07C335/00	チオ尿素，すなわち複数の基[式:図４９．画像変換フォーマット｝の内のいずれかを含有する化合物，ニトロ基またはニトロソ基を構成しない窒素原子
C07C335/02	チオ尿素
C07C335/04	チオ尿素の誘導体
C07C335/06	チオ尿素基の窒素原子が非環式炭素原子に結合しているもの
C07C335/08	飽和炭素骨格の
C07C335/10	不飽和炭素骨格の
C07C335/12	炭素骨格が６員芳香環を含有するもの
C07C335/14	チオ尿素基の窒素原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C335/16	チオ尿素基の窒素原子が炭素骨格の６員芳香環の炭素原子に結合しているもの
C07C335/18	炭素骨格がさらに単結合の酸素原子で置換されたもの
C07C335/20	炭素骨格がさらにニトロ基またはニトロソ基の一部でない窒素原子で置換されたもの
C07C335/22	炭素骨格がさらにカルボキシル基で置換されたもの
C07C335/24	以下のいずれかの基[ｆｏｒｍｕｌａ:ｆｉｇ５０．ｇｉｆ｝を含有するもの，Ｘは異種原子，Ｙは任意の原子を表わす
C07C335/26	Ｙは水素または炭素原子であるもの，例．ベンゾイルチオ尿素
C07C335/28	Ｙが異種原子であるもの，例．チオビウレット
C07C335/30	イソチオ尿素
C07C335/32	イソチオ尿素基の硫黄原子が非環式炭素原子に結合しているもの
C07C335/34	イソチオ尿素基の硫黄原子が６員芳香環以外の環の炭素原子に結合しているもの
C07C335/36	イソチオ尿素基の硫黄原子が６員芳香環の炭素原子に結合しているもの
C07C335/38	以下のいずれかの基[ｆｏｒｍｕｌａ:ｆｉｇ５１．ｇｉｆ｝を含有するもの，Ｘは異種原子，Ｙは任意の原子を表わす
C07C335/40	チオ尿素基またはイソチオ尿素基の窒素原子がさらに他の異種原子と結合しているもの
C07C335/42	スルホニルチオ尿素；スルホニルイソチオ尿素
C07C335/44	スルフェニルチオ尿素；スルフェニルイソチオ尿素
C07C337/00	その官能基の少なくとも１個の窒素原子がさらにニトロまたはニトロソ基の一部ではない他の窒素原子に結合しているグループＣ０７Ｃ３３３／００またはＣ０７Ｃ３３５／００に包含される官能基を含有するチオ炭酸誘導体
C07C337/02	以下のいずれかの基[ｆｏｒｍｕｌａ:ｆｉｇ５２．ｇｉｆ｝を含有する化合物，例．チオカルバジン酸エステル
C07C337/04	上記他の窒素原子がさらに二重結合で炭素原子に結合しているもの
